,title,date,stock
225,"Agilent Reports Purchase Of Luxcel Biosciences, No Terms Disclosed",2018-01-09 08:25:00-05:00,A
226,"Evercore ISI Group Initiates Coverage On Agilent Technologies with Outperform Rating, Announces $75.00 Price Target",2018-01-04 08:41:00-05:00,A
227,"Goldman Sachs Healthcare CEOs Unscripted Conference Taking Place Today; Presenters Include Agilent, Bluebird Bio, Boston Scientific, Alexion, Eli Lilly, and Alnylam",2018-01-04 06:54:00-05:00,A
228,Aquinox Pharmaceuticals Announces FDA Panel Voted 15 to 0 That Patients With Interstitial Cystitis and Patients With Bladder Pain Syndrome Should Be Combined in Clinical Trials,2017-12-08 04:51:00-05:00,A
229,"Deutsche Bank Says Agilent Can Be The Next 'Compounder' In The Life Science Tools & Diagnostics Space Based On Product Cycles, Margin Expansion Opportunities, and Balanced End Market Exposures",2017-11-21 11:40:00-05:00,A
230,33 Stocks Moving In Tuesday's Pre-Market Session,2017-11-21 08:08:00-05:00,A
231,"14 Stocks To Watch For November 21, 2017",2017-11-21 04:43:00-05:00,A
232,7 Stock's Moving In Monday's After-Hours Session,2017-11-20 17:18:00-05:00,A
233,"Agilent Sees Q1 Adj. EPS $0.55-$0.57 vs $0.60 Est., Sales $1.145B-$1.165B vs $1.15B Est.",2017-11-20 16:06:00-05:00,A
234,"Agilent Sees FY18 Adj. EPS $2.50-$2.56 vs $2.59 Est., Sales $4.72B-$4.74B vs $4.73B Est.",2017-11-20 16:06:00-05:00,A
235,"Agilent Reports Q4 Adj. EPS $0.67 vs $0.62 Est., Sales $1.19B vs $1.17B Est.",2017-11-20 16:05:00-05:00,A
236,"7 Stocks To Watch For November 20, 2017",2017-11-20 04:24:00-05:00,A
237,"Earnings Scheduled For November 20, 2017",2017-11-20 04:13:00-05:00,A
238,Agilent Raises Qtr. Dividend From $0.13/Share To $0.149/Share,2017-11-15 16:05:00-05:00,A
239,"Morgan Stanley Maintains Overweight on Agilent Technologies, Raises Price Target to $88.00",2017-11-14 08:34:00-05:00,A
240,Agilent Technologies Receives FDA Approval For Use Of Dako PD-L1 For Treatment With Merck's KEYTRUDA In Gastric or Gastroesophageal Junction Cancer,2017-09-22 16:32:00-04:00,A
241,"Agilent Reports Dako PD-L1 IHC 28-8 PharmDx Approved For 2 New Indications: Urothelial Carcinoma, Squamous Cell Carcinoma Of Head And Neck",2017-09-19 09:01:00-04:00,A
242,Agilent Reports FDA Approval Of GenetiSure Dx Postnatal Assay,2017-09-13 11:00:00-04:00,A
243,Agilent Files Civil Lawsuit against Shanghai Echrom Electronic Technology Co.,2017-08-23 04:32:00-04:00,A
244,12 Biggest Mid-Day Gainers For Wednesday,2017-08-16 12:27:00-04:00,A
245,"3 Things Deutsche Bank Likes About Agilent's Q3, And One Thing To Be Cautious Of",2017-08-16 11:46:00-04:00,A
246,5 Things That Stood Out In Another Beat And Raise Quarter From Agilent,2017-08-16 09:47:00-04:00,A
247,20 Stocks Moving In Wednesday's Pre-Market Session,2017-08-16 08:11:00-04:00,A
248,A Peek Into The Markets: U.S. Stock Futures Rise; All Eyes On Fed Minutes,2017-08-16 07:14:00-04:00,A
249,"8 Stocks To Watch For August 16, 2017",2017-08-16 05:08:00-04:00,A
250,"Agilent Sees Q4 Adj. EPS $0.60-$0.62 vs $0.60 Est., Sales $1.15B-$1.17B vs $1.15B Est.; FY17 Adj. EPS $2.29-$2.31 vs $2.23 Est., Sales $4.435B-$4.455B vs $4.41B Est.",2017-08-15 16:07:00-04:00,A
251,"Agilent Technologies Reports Q3 Adj. EPS $0.59 vs $0.52 Est., Sales $1.11B vs $1.09B Est.",2017-08-15 16:05:00-04:00,A
252,"10 Stocks To Watch For August 15, 2017",2017-08-15 05:16:00-04:00,A
253,"Earnings Scheduled For August 15, 2017",2017-08-15 04:28:00-04:00,A
254,"Agilent Acquires Powerful Next Gen Sequencing IP Portfolio, No Terms Disclosed",2017-07-24 16:30:00-04:00,A
255,Wells Fargo Upgrades Agilent Technologies to Outperform,2017-07-13 06:24:00-04:00,A
256,Agilent Reports Purchase Of Cobalt Light Systems For £40M In Cash,2017-07-07 08:35:00-04:00,A
261,"Goldman Sachs Global Healthcare Conference Continues Today, Presenters Include: Agilent, Sage Therapeutics, and GW Pharmaceuticals",2017-06-14 07:58:00-04:00,A
263,"Jefferies Health Care Conference Begins Today, Presenters Include: Agilent Technologies, Civitas Solutions, Aeri Pharmaceuticals, Alkermes, Alnylam Pharmaceuticals, Heron Therapeutics",2017-06-06 08:47:00-04:00,A
264,Agilent Reports Deal with Agendia for Molecular Cancer Diagnostics,2017-06-02 11:00:00-04:00,A
265,Agilent Spikes to High of $60.40 on Volume,2017-05-30 10:46:00-04:00,A
266,15 Biggest Mid-Day Gainers For Tuesday,2017-05-23 12:23:00-04:00,A
267,Agilent Technologies Sharply Higher After Q2 Beat,2017-05-23 11:29:00-04:00,A
268,5 Biggest Price Target Changes For Tuesday,2017-05-23 09:44:00-04:00,A
269,20 Stocks Moving In Tuesday's Pre-Market Session,2017-05-23 08:04:00-04:00,A
270,A Peek Into The Markets: U.S. Stock Futures Gain Ahead Of Economic Reports,2017-05-23 07:17:00-04:00,A
271,"8 Stocks To Watch For May 23, 2017",2017-05-23 06:02:00-04:00,A
272,"UPDATE: Agilent Raises FY17 Adj. EPS Outlook to $2.15-$2.21 vs $2.16 Est., Sales to $4.36B-$4.38B vs $4.35B Est.",2017-05-22 16:07:00-04:00,A
273,"Agilent Sees Q3 Adj. EPS $0.49-$0.51 vs $0.53 Est., Sales $1.06B-$1.08B vs $1.08B Est.",2017-05-22 16:06:00-04:00,A
274,Agilent Raises FY Outlook,2017-05-22 16:06:00-04:00,A
275,"Agilent Reports Q2 Adj. EPS $0.58 vs $0.48 Est., Sales $1.1B vs $1.05B  Est.",2017-05-22 16:05:00-04:00,A
276,"5 Stocks To Watch For May 22, 2017",2017-05-22 05:36:00-04:00,A
277,"Earnings Scheduled For May 22, 2017",2017-05-22 05:03:00-04:00,A
278,7 Biggest Price Target Changes For Friday,2017-03-31 10:51:00-04:00,A
279,Agilent Names Koh Boon Hwee Chair,2017-03-15 16:06:00-04:00,A
280,18 Biggest Mid-Day Gainers For Wednesday,2017-03-15 12:38:00-04:00,A
281,"Benzinga's Top Upgrades, Downgrades For March 15, 2017",2017-03-15 09:40:00-04:00,A
282,Morgan Stanley Upgrades Agilent Technologies To Overweight,2017-03-15 07:30:00-04:00,A
283,The Technician's Playbook: 11 Sector Pair Trades,2017-03-13 14:57:00-04:00,A
284,"Cowen Annual Healthcare Conference Concludes Today; Presenters Include Agilent Tech, Incyte, GW Pharma, Teva Pharma, NantKwest, Seattle Genetics, And Celgene",2017-03-08 08:25:00-05:00,A
285,5 Biggest Price Target Changes For Wednesday,2017-02-15 11:25:00-05:00,A
286,Agilent Raises FY17 Outlook,2017-02-14 16:06:00-05:00,A
287,"Agilent Reports Q1 Adj. EPS $0.53 vs $0.49 Est., Sales $1.07B vs $1.05B Est.",2017-02-14 16:05:00-05:00,A
288,"Earnings Scheduled For February 14, 2017",2017-02-14 04:49:00-05:00,A
289,Deutsche Bank Optimistic On Fundamentals In Life Science Tools/Diagnostics Sector,2017-01-18 12:29:00-05:00,A
290,Hearing Thermo Fisher In Talks To Buy Agilent,2017-01-11 09:56:00-05:00,A
291,7 Biggest Price Target Changes For Wednesday,2017-01-04 09:55:00-05:00,A
292,"Benzinga's Top Upgrades, Downgrades For January 4, 2017",2017-01-04 09:41:00-05:00,A
293,"Barclays Upgrades Agilent Technologies to Overweight, Raises Target to $51.00",2017-01-04 08:40:00-05:00,A
294,Agilent to Buy Multiplicom for €68M in Cash,2016-12-20 16:06:00-05:00,A
295,Pressure Biosciences CEO On Its Beaten Down Stock: 'We Can Now Begin To Focus On The Area That Is Most Important',2016-12-06 13:36:00-05:00,A
296,"The Market In 5 Minutes: DryShips, Trump And Target",2016-11-16 08:59:00-05:00,A
297,A Peek Into The Markets: U.S. Stock Futures Decline Ahead Of Economic Data,2016-11-16 07:55:00-05:00,A
298,"Keep an Eye on These 8 Stocks for November 16, 2016",2016-11-16 05:17:00-05:00,A
299,"Agilent Technologies Sees FY17 Rev. $4.35B-$4.37B vs. Est. $4.35B, EPS $2.10-$2.16 vs. Est. $2.19; Q4 Rev. $1.04-$1.04B vs. Est. $1.08B, EPS $0.48-$0.50 vs. Est. $0.53",2016-11-15 16:06:00-05:00,A
300,"Agilent Technologies Reports Q4 EPS $0.59 vs. Est. $0.52, Rev. $1.11B vs. Est. $1.07B",2016-11-15 16:05:00-05:00,A
301,8 Stocks You Should Be Watching Today,2016-11-15 04:53:00-05:00,A
302,"Earnings Scheduled For November 15, 2016",2016-11-15 04:00:00-05:00,A
303,"Leerink Swann Assumes Agilent Technologies, Inc. Common Stock at Outperform",2016-11-10 09:34:00-05:00,A
304,Goldman's 7 Favorite Biotech Ideas For 2016,2016-09-07 16:13:00-04:00,A
305,"Goldman Bullish On Agilent Technologies, Raises Price Target To $53",2016-09-07 15:20:00-04:00,A
306,BTIG Thinks Agilent's Transformation Is In The Early Innings,2016-08-18 10:25:00-04:00,A
307,10 Biggest Price Target Changes For Thursday,2016-08-18 10:01:00-04:00,A
308,"Goldman Keeps Agilent On Conviction Buy List Following Mixed Q3, Light Guidance",2016-08-18 09:01:00-04:00,A
309,20 Stocks Moving In Thursday's Pre-Market Session,2016-08-18 08:40:00-04:00,A
310,"Evercore ISI Group Maintains Buy on Agilent Technologies, Raises PT to $53.00",2016-08-18 06:21:00-04:00,A
311,"10 Stocks To Watch For August 18, 2016",2016-08-18 05:03:00-04:00,A
312,"After-Hours Action: Cisco, Agilent, NetApp And L Brands On The Move",2016-08-17 17:30:00-04:00,A
313,"Agilent Beats Earnings Estimates, Misses On Sales And Guidance",2016-08-17 16:18:00-04:00,A
314,"Agilent Sees FY16 Adj. EPS $1.89-$1.91 vs $1.91 Est., Sales $4.14B-$4.16B vs $4.18B Est.",2016-08-17 16:06:00-04:00,A
315,"Agilent Tech Reports Q3 Adj. EPS $0.49 vs $0.47 Est., Sales $1.04B vs $1.05B Est.",2016-08-17 16:06:00-04:00,A
316,12 Stocks You Should Be Watching Today,2016-08-17 05:09:00-04:00,A
317,"Earnings Scheduled For August 17, 2016",2016-08-17 04:16:00-04:00,A
318,"BTIG Research Assumes Agilent Technologies at Buy, Announces $55.00 PT",2016-07-22 07:31:00-04:00,A
319,Stocks Hitting 52-Week Highs,2016-07-13 10:53:00-04:00,A
320,Agilent Technologies Announces Its Plan To Acquire Assets of iLab Solutions,2016-06-27 16:09:00-04:00,A
321,7 Takeaways From Agilent's 10Q,2016-06-08 07:10:00-04:00,A
322,Benzinga's Volume Movers,2016-05-17 10:31:00-04:00,A
323,Agilent's Guidance 'Still Feels Conservative' To Wells Fargo,2016-05-17 10:05:00-04:00,A
324,Stocks Hitting 52-Week Highs,2016-05-17 10:04:00-04:00,A
325,Mid-Morning Market Update: Markets Open Lower; Home Depot Profit Tops Views,2016-05-17 10:03:00-04:00,A
326,Top 10 Gainers In Today's Pre-Market Session,2016-05-17 09:41:00-04:00,A
327,"Agilent's FY17 Outlook Weaker Than Expected, But Looks Beatable, Morgan Stanley Says",2016-05-17 09:24:00-04:00,A
328,10 Stocks Moving In Tuesday's Pre-Market Session,2016-05-17 08:18:00-04:00,A
329,"Under-Promising, Over-Delivering: Has Agilent's Management Gained Credibility?",2016-05-17 07:55:00-04:00,A
330,7 Stocks You Should Be Watching Today,2016-05-17 04:34:00-04:00,A
331,Agilent Q2'16 Earnings Conference Call: Full Transcript,2016-05-16 20:20:00-04:00,A
332,"Agilent Sees Q3 Rev. $1.03-$1.05B vs. Est. $1.04B, EPS $0.45-$0.47 vs. Est. $0.47; FY16 Rev. $4.16-$4.18B vs. Est. $4.13B, EPS $1.88-$1.92 vs. Est. $1.86",2016-05-16 16:06:00-04:00,A
333,"Agilent Technologies Reports Q2 EPS $0.44 vs. Est. $0.39, Rev. $1.02B vs. Est. $983.26M",2016-05-16 16:05:00-04:00,A
334,"Earnings Scheduled For May 16, 2016",2016-05-16 04:30:00-04:00,A
335,"Must Watch Stocks for May 16, 2016",2016-05-16 04:00:00-04:00,A
336,Goldman Adds Agilent To Conviction List: 'EPS Drivers Are Underappreciated',2016-05-11 08:48:00-04:00,A
337,"Goldman Sachs Maintains Buy on Agilent Technologies, Raises PT to $49.00, Added To Conviction List",2016-05-11 04:15:00-04:00,A
338,Agilent Technologies Launches InfinityLab,2016-05-10 15:02:00-04:00,A
339,Agilent Technologies Launches New Atomic Spectroscopy Platform,2016-05-03 12:35:00-04:00,A
340,Agilent Technologies Unveils New Software To Help Researchers,2016-04-18 13:45:00-04:00,A
341,Agilent Reports Deal with Applied Spectral Imaging for Co-Marketing of Fluorescence In Situ Hybridization,2016-04-07 11:01:00-04:00,A
342,Agilent Subsidiary Dako Reports Commercial Availability Of New Lung Cancer Test In EU,2016-04-06 16:30:00-04:00,A
343,"Amedisys Reports Q4 Corp Ops $0.40 Vs Est $0.35, Sales $338.4M Vs Est $322.01M",2016-03-08 17:16:00-05:00,A
344,25 Headlines Moving The Markets This Week,2016-02-29 12:36:00-05:00,A
345,"Baird Maintains Outperform on Agilent Technologies, Lowers PT to $46.00, Says FY 2016 Upside Offers Cushion",2016-02-17 07:49:00-05:00,A
346,"Barclays Chiefly Concerned With Impact Of FX On Agilent FY 2016 Guidance, Pleased With Co's Report, Lowers PT By $2 To $42 And Awaits Clarity On Marco Environment",2016-02-17 05:42:00-05:00,A
347,"Bank of America Maintains Equal-weight on Agilent Technologies, Lowers PT to $42.00",2016-02-17 04:06:00-05:00,A
348,Earnings Recap For February 16,2016-02-16 17:15:00-05:00,A
349,"Agilent Sees Q2 Rev. $965-$985M vs. Est. $1.01B, EPS $0.37-$0.39 vs. Est. $0.43, FY16 Rev. $4.1-$4.12B vs. Est. $4.16B, EPS $1.81-$1.87 vs. Est. $1.89",2016-02-16 16:06:00-05:00,A
350,"Agilent Tech Reports Q1 EPS $0.46 Vs Est $0.43, Sales $1.03B Vs Est $1.02B",2016-02-16 16:05:00-05:00,A
351,"Keep An Eye On These 7 Stocks For February 16, 2016",2016-02-16 04:22:00-05:00,A
352,"Earnings Scheduled For February 16, 2016",2016-02-16 04:07:00-05:00,A
353,Benzinga's Top Upgrades,2016-01-07 09:04:00-05:00,A
354,Cowen & Company Upgrades Agilent Technologies to Outperform,2016-01-07 07:58:00-05:00,A
355,Deutsche Bank Initiates Coverage on Agilent Technologies at Hold,2016-01-06 16:22:00-05:00,A
356,Transocean Announces Shell Early Termination of Polar Pioneer Contract,2015-12-28 04:19:00-05:00,A
357,Benzinga's Top Upgrades,2015-12-09 09:56:00-05:00,A
358,"Baird Upgrades Agilent Technologies to Outperform, Raises to $48.00",2015-12-09 06:52:00-05:00,A
359,"Goldman Upgrades Agilent Technologies, FEI Company And Myriad Genetics",2015-12-08 10:19:00-05:00,A
360,"Goldman Sachs Upgrades Agilent Technologies to Buy, Raises PT to $48.00",2015-12-08 05:36:00-05:00,A
361,US Stock Futures Surge Ahead Of Wal-Mart Earnings,2015-11-17 06:44:00-05:00,A
362,10 Stocks You Should Be Watching Today,2015-11-17 04:25:00-05:00,A
363,Glenview Shows New ~4.6M Share Stake in Agilent Tech,2015-11-16 16:43:00-05:00,A
364,Agilent Q4 Profit Beats Views,2015-11-16 16:42:00-05:00,A
365,"Agilent Sees FY16 Sales $4.15B-$4.17B vs $4.21B Est., Adj. EPS $1.85-$1.91 vs $1.97 Est.",2015-11-16 16:10:00-05:00,A
366,"Agilent Sees Q1 Sales $1B-$1.02B vs $1.05B Est., Adj. EPS $0.42-$0.44 vs $0.47 Est.",2015-11-16 16:07:00-05:00,A
367,"Agilent Reports Q4 Adj. EPS $0.50 vs $0.47 Est., Sales $1.04B, Inline",2015-11-16 16:07:00-05:00,A
368,Agilent Technologies Rangebound Ahead Of Q4 Report,2015-11-16 15:25:00-05:00,A
369,"Must Watch Stocks for November 16, 2015",2015-11-16 04:23:00-05:00,A
370,"Earnings Scheduled For November 16, 2015",2015-11-16 04:01:00-05:00,A
371,Agilent Reports Instrument Control Exchange Deal with Thermo Fisher Scientific,2015-11-05 11:03:00-05:00,A
372,US Stock Futures Flat Ahead Of Fed Speakers,2015-10-12 06:47:00-04:00,A
373,"Agilent's Dako Announces FDA Approval of New Test for Lung Cancer Patients, PD-L1 IHC 28-8 pharmD",2015-10-12 04:26:00-04:00,A
374,"Dako, an Agilent Technologies Company, Announces FDA Approval of New Test for Lung Cancer Patients",2015-10-09 15:22:00-04:00,A
375,"Agilent Company Dako, Announces FDA Approval of New Companion Diagnostic for Lung Cancer",2015-10-05 04:11:00-04:00,A
376,"Dako, an Agilent Technologies Company, Announces FDA Approval of New Companion Diagnostic for Lung Cancer",2015-10-02 15:22:00-04:00,A
377,"Bruker Corp Has 'Great Story,' But It's Not Time To Jump In Yet",2015-09-15 08:06:00-04:00,A
378,"8-K from Opthotech Shows Co. Entered Into Commercial Manufacturing, Supply Deal with Agilent",2015-09-10 16:10:00-04:00,A
379,Agilent Technologies To Acquire Seahorse Bioscience FOr $235M Cash; Seahorse FY15 Rev. Estimated At $49M; Transaction To Be Accretive In FY16,2015-09-09 16:09:00-04:00,A
380,Agilent Technologies No Longer to Include Orders in Financial Reporting,2015-09-02 16:25:00-04:00,A
381,Watch These After-Hours Movers On Tuesday,2015-08-18 07:46:00-04:00,A
382,7 Stocks You Should Be Watching Today,2015-08-18 04:39:00-04:00,A
383,Agilent Beats Q3 Expectations,2015-08-17 16:44:00-04:00,A
384,"Agilent Sees FY15 Sales $4.03B-$4.05B vs $4.06B Est., Adj. EPS $1.68-$1.72 vs $1.70 Est.",2015-08-17 16:06:00-04:00,A
385,"Agilent Sees Q4 Sales $1.03B-$1.05B vs $1.06B Est., Adj. EPS $0.45-$0.49 vs $0.50 Est.",2015-08-17 16:05:00-04:00,A
386,"Agilent Technologies Reports Q3 EPS $0.44 vs. Est. $0.41, Rev. $1.014B vs. Est. $1B",2015-08-17 16:05:00-04:00,A
387,Must Watch Stocks for Today,2015-08-17 04:39:00-04:00,A
388,"Earnings Scheduled For August 17, 2015",2015-08-17 04:14:00-04:00,A
389,Shares of Agilent Selling Off Following News of Thermo Fisher Acquisition; Heavy Call Activity in Both Stocks Wednesday on Rumor of Potential Deal,2015-06-25 09:29:00-04:00,A
390,Unusual Covered Call Opportunity In Agilent,2015-06-25 08:12:00-04:00,A
391,Agilent Shares Spike to Higher With Unusual Call Activity,2015-06-24 14:22:00-04:00,A
392,Option Alert: Agilent Aug $45 Call; 2677 Contract Sweep @Ask @$0.13; Now $39.45,2015-06-24 10:37:00-04:00,A
393,"Agios Reports New, Final Data from Phase 1 Multiple Ascending Dose (MAD) Study in Healthy Volunteers for AG-348, an Investigational Medicine for Pyruvate Kinase (PK) Deficiency",2015-06-12 06:03:00-04:00,A
394,"Agilent Tech, Waters Corp. Announce Formal Agreement To Exchange Instrument Controls To Improve Productivity",2015-06-11 11:01:00-04:00,A
395,Agilent Announces $1.14B Buyback Plan,2015-05-28 08:30:00-04:00,A
396,What's Agilent Worth Now?,2015-05-20 10:51:00-04:00,A
397,Morning Market Losers,2015-05-19 09:49:00-04:00,A
398,Morgan Stanley Cuts Agilent Outlook After This 'Shortfall',2015-05-19 07:47:00-04:00,A
